match_id,series_id,date,venue,round,home,away,innings1,innings1_runs,innings1_wickets,innings1_overs,innings2,target,innings1_balls_bowled
304744,124121,13/06/2003,Chester-le-Street,North Group,Durham,Nottinghamshire,Nottinghamshire,157.0,7.0,20.0,Durham,False,120.0
129610,124121,13/06/2003,Southampton,South Group,Hampshire,Sussex,Hampshire,153.0,10.0,20.0,Sussex,True,117.99999999999999
129597,124121,13/06/2003,Taunton,Midlands/Wales/West Group,Somerset,Warwickshire,Warwickshire,188.0,7.0,20.0,Somerset,True,120.0
304745,124121,13/06/2003,The Oval,South Group,Surrey,Middlesex,Middlesex,155.0,10.0,20.0,Surrey,False,120.0
304746,124121,13/06/2003,Worcester,Midlands/Wales/West Group,Worcestershire,Northamptonshire,Northamptonshire,150.0,9.0,20.0,Worcestershire,False,120.0
304747,124121,14/06/2003,Bristol,Midlands/Wales/West Group,Gloucestershire,Worcestershire,Worcestershire,122.0,10.0,20.0,Gloucestershire,False,119.0
304748,124121,14/06/2003,East Molesey,South Group,Surrey,Essex,Surrey,182.0,9.0,20.0,Essex,True,120.0
304749,124121,14/06/2003,Leeds,North Group,Yorkshire,Derbyshire,Yorkshire,186.0,5.0,20.0,Derbyshire,True,120.0
304750,124121,16/06/2003,Cardiff,Midlands/Wales/West Group,Glamorgan,Northamptonshire,Northamptonshire,159.0,5.0,20.0,Glamorgan,True,120.0
129665,124121,16/06/2003,Beckenham,South Group,Kent,Hampshire,Hampshire,145.0,6.0,20.0,Kent,False,120.0
304751,124121,16/06/2003,Leicester,North Group,Leicestershire,Yorkshire,Leicestershire,174.0,6.0,20.0,Yorkshire,True,120.0
304752,124121,16/06/2003,Nottingham,North Group,Nottinghamshire,Lancashire,Lancashire,120.0,10.0,20.0,Nottinghamshire,False,116.0
304753,124121,16/06/2003,East Molesey,South Group,Surrey,Sussex,Sussex,143.0,8.0,20.0,Surrey,False,120.0
304754,124121,18/06/2003,Chester-le-Street,North Group,Durham,Leicestershire,Leicestershire,168.0,9.0,20.0,Durham,True,120.0
129737,124121,18/06/2003,Cardiff,Midlands/Wales/West Group,Glamorgan,Somerset,Glamorgan,193.0,7.0,20.0,Somerset,False,120.0
129740,124121,18/06/2003,Southampton,South Group,Hampshire,Essex,Essex,155.0,6.0,20.0,Hampshire,True,120.0
304758,124121,18/06/2003,Worcester,Midlands/Wales/West Group,Worcestershire,Warwickshire,Warwickshire,175.0,10.0,20.0,Worcestershire,True,117.99999999999999
304757,124121,18/06/2003,Hove,South Group,Sussex,Middlesex,Sussex,177.0,9.0,20.0,Middlesex,True,120.0
129890,124121,19/06/2003,Derby,North Group,Derbyshire,Nottinghamshire,Nottinghamshire,94.0,10.0,20.0,Derbyshire,False,115.00000000000001
304759,124121,19/06/2003,Bristol,Midlands/Wales/West Group,Gloucestershire,Northamptonshire,Northamptonshire,128.0,5.0,20.0,Gloucestershire,False,120.0
304760,124121,19/06/2003,Manchester,North Group,Lancashire,Yorkshire,Yorkshire,102.0,8.0,20.0,Lancashire,False,120.0
304761,124121,19/06/2003,Richmond,South Group,Middlesex,Kent,Kent,161.0,8.0,20.0,Middlesex,False,120.0
304763,124121,20/06/2003,Leicester,North Group,Leicestershire,Lancashire,Leicestershire,178.0,7.0,20.0,Lancashire,True,120.0
304764,124121,20/06/2003,Northampton,Midlands/Wales/West Group,Northamptonshire,Somerset,Northamptonshire,166.0,6.0,20.0,Somerset,True,120.0
304765,124121,20/06/2003,Birmingham,Midlands/Wales/West Group,Warwickshire,Glamorgan,Warwickshire,181.0,9.0,20.0,Glamorgan,True,120.0
304766,124121,20/06/2003,Leeds,North Group,Yorkshire,Durham,Yorkshire,198.0,4.0,20.0,Durham,True,120.0
304762,124121,20/06/2003,Chelmsford,South Group,Essex,Kent,Essex,116.0,10.0,20.0,Kent,False,111.99999999999999
304767,124121,21/06/2003,Manchester,North Group,Lancashire,Derbyshire,Lancashire,91.0,10.0,20.0,Derbyshire,False,105.99999999999999
304768,124121,21/06/2003,Nottingham,North Group,Nottinghamshire,Leicestershire,Nottinghamshire,158.0,5.0,20.0,Leicestershire,False,120.0
304769,124121,21/06/2003,Taunton,Midlands/Wales/West Group,Somerset,Gloucestershire,Somerset,119.0,9.0,20.0,Gloucestershire,False,120.0
304770,124121,21/06/2003,Hove,South Group,Sussex,Essex,Sussex,180.0,6.0,20.0,Essex,True,120.0
304771,124121,23/06/2003,Derby,North Group,Derbyshire,Durham,Derbyshire,157.0,10.0,20.0,Durham,True,119.0
304772,124121,23/06/2003,Cardiff,Midlands/Wales/West Group,Glamorgan,Worcestershire,Glamorgan,170.0,4.0,20.0,Worcestershire,True,120.0
304773,124121,23/06/2003,Canterbury,South Group,Kent,Surrey,Surrey,186.0,8.0,20.0,Kent,True,120.0
129883,124121,23/06/2003,Uxbridge,South Group,Middlesex,Hampshire,Hampshire,134.0,7.0,20.0,Middlesex,False,120.0
304774,124121,23/06/2003,Birmingham,Midlands/Wales/West Group,Warwickshire,Gloucestershire,Warwickshire,134.0,7.0,20.0,Gloucestershire,False,120.0
304776,124121,24/06/2003,Bristol,Midlands/Wales/West Group,Gloucestershire,Glamorgan,Gloucestershire,221.0,7.0,20.0,Glamorgan,True,120.0
129926,124121,24/06/2003,Southampton,South Group,Hampshire,Surrey,Surrey,140.0,9.0,20.0,Hampshire,True,120.0
304777,124121,24/06/2003,Manchester,North Group,Lancashire,Durham,Lancashire,144.0,8.0,20.0,Durham,True,120.0
304778,124121,24/06/2003,Leicester,North Group,Leicestershire,Derbyshire,Leicestershire,171.0,8.0,20.0,Derbyshire,True,120.0
304779,124121,24/06/2003,Northampton,Midlands/Wales/West Group,Northamptonshire,Warwickshire,Warwickshire,202.0,5.0,20.0,Northamptonshire,True,120.0
304781,124121,24/06/2003,Worcester,Midlands/Wales/West Group,Worcestershire,Somerset,Worcestershire,161.0,5.0,20.0,Somerset,True,120.0
304782,124121,24/06/2003,Leeds,North Group,Yorkshire,Nottinghamshire,Yorkshire,196.0,5.0,20.0,Nottinghamshire,True,120.0
304775,124121,24/06/2003,Chelmsford,South Group,Essex,Middlesex,Essex,175.0,5.0,20.0,Middlesex,True,120.0
304780,124121,24/06/2003,Hove,South Group,Sussex,Kent,Kent,114.0,10.0,20.0,Sussex,False,113.0
304783,124121,19/07/2003,Nottingham,1st Semi-Final,Leicestershire,Warwickshire,Leicestershire,162.0,7.0,20.0,Warwickshire,False,120.0
304784,124121,19/07/2003,Nottingham,2nd Semi-Final,Gloucestershire,Surrey,Surrey,147.0,9.0,20.0,Gloucestershire,True,120.0
304785,124121,19/07/2003,Nottingham,Final,Surrey,Warwickshire,Warwickshire,115.0,10.0,20.0,Surrey,False,109.00000000000001
304943,134226,07/04/2004,Cape Town,,Western Province Boland,Dolphins,Dolphins,121.0,6.0,20.0,Western Province Boland,False,120.0
304944,134226,08/04/2004,Centurion,,Titans,Lions,Lions,145.0,6.0,20.0,Titans,True,120.0
304945,134226,11/04/2004,Durban,,Dolphins,Eagles,Eagles,185.0,5.0,20.0,Dolphins,True,120.0
304946,134226,13/04/2004,Bloemfontein,,Eagles,Titans,Titans,184.0,5.0,20.0,Eagles,True,120.0
304947,134226,13/04/2004,Port Elizabeth,,Eastern Cape,Western Province Boland,Eastern Cape,121.0,9.0,20.0,Western Province Boland,False,120.0
304948,134226,16/04/2004,Johannesburg,,Lions,Dolphins,Lions,162.0,6.0,20.0,Dolphins,False,120.0
304950,134226,18/04/2004,East London,,Eastern Cape,Eagles,Eagles,114.0,7.0,20.0,Eastern Cape,False,120.0
304951,134226,18/04/2004,Centurion,,Titans,Western Province Boland,Titans,176.0,2.0,20.0,Western Province Boland,True,120.0
304952,134226,21/04/2004,Durban,,Dolphins,Eastern Cape,Eastern Cape,152.0,7.0,20.0,Dolphins,False,120.0
304953,134226,21/04/2004,Cape Town,,Western Province Boland,Lions,Western Province Boland,147.0,3.0,20.0,Lions,False,120.0
304954,134226,23/04/2004,Durban,,Dolphins,Titans,Titans,161.0,7.0,20.0,Dolphins,True,120.0
304955,134226,23/04/2004,Potchefstroom,,Lions,Eastern Cape,Lions,151.0,5.0,20.0,Eastern Cape,False,120.0
304956,134226,25/04/2004,Bloemfontein,,Eagles,Lions,Eagles,161.0,6.0,20.0,Lions,True,120.0
304957,134226,25/04/2004,Centurion,,Titans,Eastern Cape,Eastern Cape,146.0,6.0,20.0,Titans,False,120.0
304958,134226,27/04/2004,Cape Town,Semi-Final,Western Province Boland,Eastern Cape,Western Province Boland,128.0,7.0,20.0,Eastern Cape,False,120.0
304959,134226,28/04/2004,Centurion,Semi-Final,Titans,Eagles,Titans,47.0,10.0,16.0,Eagles,False,87.0
304960,134226,01/05/2004,East London,Final,Eastern Cape,Eagles,Eagles,131.0,6.0,20.0,Eastern Cape,True,120.0
304788,134471,02/07/2004,Derby,North Group,Derbyshire,Yorkshire,Derbyshire,133.0,8.0,20.0,Yorkshire,False,120.0
304790,134471,02/07/2004,Maidstone,South Group,Kent,Middlesex,Middlesex,155.0,7.0,18.0,Kent,False,108.0
304791,134471,02/07/2004,Manchester,North Group,Lancashire,Leicestershire,Leicestershire,139.0,9.0,19.0,Lancashire,True,114.0
304792,134471,02/07/2004,Northampton,Midland/Wales/West Group,Northamptonshire,Glamorgan,Northamptonshire,162.0,5.0,20.0,Glamorgan,False,120.0
304793,134471,02/07/2004,Nottingham,North Group,Nottinghamshire,Durham,Durham,120.0,10.0,20.0,Nottinghamshire,False,117.99999999999999
304795,134471,02/07/2004,Birmingham,Midland/Wales/West Group,Warwickshire,Somerset,Somerset,120.0,10.0,20.0,Warwickshire,False,119.0
304796,134471,02/07/2004,Worcester,Midland/Wales/West Group,Worcestershire,Gloucestershire,Worcestershire,184.0,9.0,20.0,Gloucestershire,True,120.0
304789,134471,02/07/2004,Chelmsford,South Group,Essex,Hampshire,Essex,135.0,9.0,18.0,Hampshire,True,108.0
304794,134471,02/07/2004,Hove,South Group,Sussex,Surrey,Surrey,221.0,8.0,20.0,Sussex,True,120.0
304797,134471,03/07/2004,The Oval,South Group,Surrey,Hampshire,Surrey,198.0,5.0,20.0,Hampshire,True,120.0
304798,134471,05/07/2004,Maidstone,South Group,Kent,Essex,Kent,125.0,10.0,20.0,Essex,False,116.0
304799,134471,05/07/2004,Luton,Midland/Wales/West Group,Northamptonshire,Worcestershire,Worcestershire,173.0,5.0,20.0,Northamptonshire,True,120.0
304800,134471,05/07/2004,Taunton,Midland/Wales/West Group,Somerset,Glamorgan,Somerset,193.0,8.0,20.0,Glamorgan,False,120.0
304802,134471,07/07/2004,Leicester,North Group,Leicestershire,Durham,Durham,138.0,4.0,20.0,Leicestershire,True,120.0
304804,134471,07/07/2004,Nottingham,North Group,Nottinghamshire,Yorkshire,Yorkshire,207.0,7.0,20.0,Nottinghamshire,False,120.0
304805,134471,08/07/2004,Derby,North Group,Derbyshire,Lancashire,Derbyshire,142.0,4.0,20.0,Lancashire,False,120.0
304806,134471,08/07/2004,Cardiff,Midland/Wales/West Group,Glamorgan,Warwickshire,Warwickshire,152.0,9.0,20.0,Glamorgan,True,120.0
304807,134471,08/07/2004,Northampton,Midland/Wales/West Group,Northamptonshire,Gloucestershire,Northamptonshire,42.0,5.0,5.0,Gloucestershire,False,30.0
304808,134471,08/07/2004,Leeds,North Group,Yorkshire,Leicestershire,Leicestershire,221.0,3.0,20.0,Yorkshire,True,120.0
304809,134471,09/07/2004,Chester-le-Street,North Group,Durham,Lancashire,Durham,111.0,8.0,20.0,Lancashire,False,120.0
304811,134471,09/07/2004,Nottingham,North Group,Nottinghamshire,Derbyshire,Derbyshire,163.0,7.0,20.0,Nottinghamshire,True,120.0
304812,134471,09/07/2004,The Oval,South Group,Surrey,Kent,Surrey,185.0,7.0,20.0,Kent,True,120.0
304814,134471,09/07/2004,Birmingham,Midland/Wales/West Group,Warwickshire,Worcestershire,Warwickshire,146.0,10.0,20.0,Worcestershire,False,119.0
304813,134471,09/07/2004,Hove,South Group,Sussex,Hampshire,Sussex,67.0,10.0,20.0,Hampshire,False,89.0
304815,134471,12/07/2004,Southgate,South Group,Middlesex,Essex,Essex,120.0,8.0,20.0,Middlesex,False,120.0
304816,134471,12/07/2004,Birmingham,Midland/Wales/West Group,Warwickshire,Northamptonshire,Warwickshire,123.0,7.0,20.0,Northamptonshire,False,120.0
304817,134471,13/07/2004,Chester-le-Street,North Group,Durham,Derbyshire,Durham,117.0,9.0,20.0,Derbyshire,False,120.0
304818,134471,13/07/2004,Southampton,South Group,Hampshire,Middlesex,Hampshire,170.0,7.0,20.0,Middlesex,True,120.0
304819,134471,13/07/2004,Canterbury,South Group,Kent,Sussex,Kent,163.0,6.0,20.0,Sussex,True,120.0
304820,134471,13/07/2004,Leicester,North Group,Leicestershire,Nottinghamshire,Leicestershire,150.0,7.0,20.0,Nottinghamshire,True,120.0
304821,134471,13/07/2004,Taunton,Midland/Wales/West Group,Somerset,Worcestershire,Somerset,178.0,6.0,20.0,Worcestershire,True,120.0
304822,134471,14/07/2004,Cardiff,Midland/Wales/West Group,Glamorgan,Gloucestershire,Glamorgan,162.0,7.0,20.0,Gloucestershire,True,120.0
304823,134471,14/07/2004,Leeds,North Group,Yorkshire,Lancashire,Lancashire,168.0,10.0,20.0,Yorkshire,False,115.00000000000001
304825,134471,15/07/2004,Chester-le-Street,North Group,Durham,Yorkshire,Yorkshire,126.0,7.0,20.0,Durham,False,120.0
304827,134471,15/07/2004,Bristol,Midland/Wales/West Group,Gloucestershire,Warwickshire,Gloucestershire,135.0,7.0,20.0,Warwickshire,False,120.0
304828,134471,15/07/2004,Southampton,South Group,Hampshire,Kent,Hampshire,177.0,3.0,20.0,Kent,True,120.0
304829,134471,15/07/2004,Manchester,North Group,Lancashire,Nottinghamshire,Nottinghamshire,79.0,5.0,8.0,Lancashire,False,48.0
304830,134471,15/07/2004,Lord's,South Group,Middlesex,Surrey,Surrey,183.0,5.0,20.0,Middlesex,True,120.0
304831,134471,15/07/2004,Taunton,Midland/Wales/West Group,Somerset,Northamptonshire,Somerset,211.0,5.0,20.0,Northamptonshire,True,120.0
304832,134471,15/07/2004,Worcester,Midland/Wales/West Group,Worcestershire,Glamorgan,Glamorgan,140.0,6.0,16.0,Worcestershire,True,96.0
304826,134471,15/07/2004,Chelmsford,South Group,Essex,Sussex,Essex,134.0,8.0,20.0,Sussex,False,120.0
304833,134471,19/07/2004,Cardiff,Quarter-Final,Glamorgan,Warwickshire,Warwickshire,158.0,7.0,20.0,Glamorgan,False,120.0
304834,134471,19/07/2004,Southampton,Quarter-Final,Hampshire,Lancashire,Hampshire,120.0,9.0,20.0,Lancashire,False,120.0
304835,134471,19/07/2004,Leicester,Quarter-Final,Leicestershire,Essex,Leicestershire,180.0,6.0,20.0,Essex,True,120.0
304836,134471,19/07/2004,The Oval,Quarter-Final,Surrey,Worcestershire,Surrey,145.0,7.0,20.0,Worcestershire,True,120.0
304837,134471,07/08/2004,Birmingham,1st Semi-Final,Lancashire,Surrey,Surrey,133.0,10.0,20.0,Lancashire,True,120.0
304838,134471,07/08/2004,Birmingham,2nd Semi-Final,Glamorgan,Leicestershire,Leicestershire,165.0,5.0,20.0,Glamorgan,True,120.0
304839,134471,07/08/2004,Birmingham,Final,Leicestershire,Surrey,Surrey,168.0,6.0,20.0,Leicestershire,False,120.0
304927,304926,17/08/2004,Colombo (Colts),1st Round,Bloomfield Cricket and Athletic Club,Police Sports Club,Police Sports Club,133.0,10.0,20.0,Bloomfield Cricket and Athletic Club,False,116.0
304928,304926,17/08/2004,Colombo (NCC),1st Round,Burgher Recreation Club,Sinhalese Sports Club,Sinhalese Sports Club,134.0,9.0,20.0,Burgher Recreation Club,False,120.0
304931,304926,17/08/2004,Colombo (Police),1st Round,Chilaw Marians Cricket Club,Galle Cricket Club,Chilaw Marians Cricket Club,198.0,9.0,20.0,Galle Cricket Club,True,120.0
304929,304926,17/08/2004,Colombo (Police),1st Round,Colombo Cricket Club,Panadura Sports Club,Colombo Cricket Club,200.0,9.0,20.0,Panadura Sports Club,True,120.0
304932,304926,17/08/2004,Colombo (Moors),1st Round,Colts Cricket Club,Sri Lanka Air Force Sports Club,Sri Lanka Air Force Sports Club,102.0,10.0,20.0,Colts Cricket Club,False,97.00000000000001
304933,304926,17/08/2004,Colombo (Colts),1st Round,Kurunegala Youth Cricket Club,Sebastianites Cricket and Athletic Club,Kurunegala Youth Cricket Club,166.0,6.0,20.0,Sebastianites Cricket and Athletic Club,True,120.0
304934,304926,17/08/2004,Colombo (NCC),1st Round,Moors Sports Club,Ragama Cricket Club,Moors Sports Club,125.0,10.0,20.0,Ragama Cricket Club,True,113.0
304930,304926,17/08/2004,Colombo (Moors),1st Round,Nondescripts Cricket Club,Tamil Union Cricket and Athletic Club,Nondescripts Cricket Club,164.0,8.0,20.0,Tamil Union Cricket and Athletic Club,True,120.0
304937,304926,02/09/2004,Colombo (RPS),Quarter-Final,Bloomfield Cricket and Athletic Club,Kurunegala Youth Cricket Club,Kurunegala Youth Cricket Club,120.0,6.0,20.0,Bloomfield Cricket and Athletic Club,False,120.0
304936,304926,02/09/2004,Colombo (RPS),Quarter-Final,Colts Cricket Club,Nondescripts Cricket Club,Nondescripts Cricket Club,134.0,10.0,20.0,Colts Cricket Club,False,111.0
304935,304926,02/09/2004,Colombo (RPS),Quarter-Final,Chilaw Marians Cricket Club,Colombo Cricket Club,Colombo Cricket Club,114.0,10.0,20.0,Chilaw Marians Cricket Club,False,111.0
304938,304926,02/09/2004,Colombo (RPS),Quarter-Final,Burgher Recreation Club,Moors Sports Club,Burgher Recreation Club,129.0,8.0,20.0,Moors Sports Club,True,120.0
304939,304926,03/09/2004,Colombo (RPS),Semi-Final,Burgher Recreation Club,Chilaw Marians Cricket Club,Chilaw Marians Cricket Club,171.0,8.0,20.0,Burgher Recreation Club,True,120.0
304940,304926,03/09/2004,Colombo (RPS),Semi-Final,Bloomfield Cricket and Athletic Club,Colts Cricket Club,Colts Cricket Club,183.0,7.0,20.0,Bloomfield Cricket and Athletic Club,True,120.0
304941,304926,03/09/2004,Colombo (RPS),Final,Chilaw Marians Cricket Club,Colts Cricket Club,Chilaw Marians Cricket Club,227.0,6.0,20.0,Colts Cricket Club,True,120.0
211048,238218,17/02/2005,Auckland,Only T20I,New Zealand,Australia,Australia,214.0,5.0,20.0,New Zealand,True,120.0
304984,143771,30/03/2005,Bloemfontein,,Eagles,Dolphins,Eagles,171.0,7.0,20.0,Dolphins,True,120.0
304985,143771,01/04/2005,Johannesburg,,Lions,Western Province Boland,Western Province Boland,129.0,10.0,20.0,Lions,False,111.0
304987,143771,03/04/2005,Cape Town,,Western Province Boland,Warriors,Warriors,114.0,10.0,20.0,Western Province Boland,False,115.00000000000001
304988,143771,05/04/2005,Centurion,,Titans,Eagles,Eagles,150.0,8.0,20.0,Titans,False,120.0
304989,143771,06/04/2005,Durban,,Dolphins,Lions,Dolphins,164.0,4.0,20.0,Lions,False,120.0
304990,143771,08/04/2005,Bloemfontein,,Eagles,Western Province Boland,Western Province Boland,129.0,8.0,20.0,Eagles,False,120.0
304991,143771,08/04/2005,East London,,Warriors,Lions,Lions,136.0,5.0,20.0,Warriors,False,120.0
304992,143771,10/04/2005,Potchefstroom,,Lions,Eagles,Eagles,225.0,6.0,20.0,Lions,True,120.0
304993,143771,10/04/2005,Benoni,,Titans,Dolphins,Dolphins,200.0,4.0,20.0,Titans,False,120.0
304994,143771,13/04/2005,Port Elizabeth,,Warriors,Dolphins,Dolphins,140.0,8.0,20.0,Warriors,False,120.0
304995,143771,15/04/2005,Durban,,Dolphins,Western Province Boland,Western Province Boland,174.0,4.0,20.0,Dolphins,False,120.0
304996,143771,15/04/2005,Johannesburg,,Lions,Titans,Lions,76.0,1.0,7.0,Titans,True,42.0
304997,143771,17/04/2005,Bloemfontein,,Eagles,Warriors,Eagles,141.0,8.0,20.0,Warriors,False,120.0
304998,143771,17/04/2005,Cape Town,,Western Province Boland,Titans,Western Province Boland,114.0,9.0,20.0,Titans,False,120.0
304999,143771,20/04/2005,Centurion,1st Semi-Final,Titans,Lions,Lions,150.0,7.0,20.0,Titans,False,120.0
305000,143771,22/04/2005,Port Elizabeth,2nd Semi-Final,Warriors,Eagles,Warriors,119.0,8.0,20.0,Eagles,True,120.0
305001,143771,27/04/2005,Centurion,Final,Titans,Warriors,Warriors,121.0,10.0,20.0,Titans,False,114.0
304962,225374,25/04/2005,Lahore,Group B,Karachi Zebras,Multan Tigers,Multan Tigers,155.0,6.0,20.0,Karachi Zebras,True,120.0
304961,225374,25/04/2005,Lahore,Group C,Quetta Bears,Rawalpindi Rams,Rawalpindi Rams,197.0,8.0,20.0,Quetta Bears,True,120.0
304963,225374,25/04/2005,Lahore,Group A,Karachi Dolphins,Lahore Lions,Karachi Dolphins,228.0,7.0,20.0,Lahore Lions,True,120.0
304968,225374,26/04/2005,Lahore,Group C,Faisalabad Wolves,Quetta Bears,Quetta Bears,95.0,10.0,20.0,Faisalabad Wolves,False,111.0
304967,225374,26/04/2005,Lahore,Group A,Karachi Dolphins,Peshawar Panthers,Karachi Dolphins,178.0,9.0,20.0,Peshawar Panthers,True,120.0
304966,225374,26/04/2005,Lahore,Group B,Lahore Eagles,Sialkot Stallions,Sialkot Stallions,210.0,10.0,20.0,Lahore Eagles,False,119.0
304965,225374,26/04/2005,Lahore,Group A,Lahore Lions,Hyderabad Hawks,Hyderabad Hawks,115.0,9.0,20.0,Lahore Lions,False,120.0
304972,225374,27/04/2005,Lahore,Group B,Multan Tigers,Sialkot Stallions,Multan Tigers,110.0,10.0,20.0,Sialkot Stallions,False,110.0
304971,225374,27/04/2005,Lahore,Group B,Lahore Eagles,Karachi Zebras,Karachi Zebras,185.0,5.0,20.0,Lahore Eagles,True,120.0
304975,225374,28/04/2005,Lahore,Group C,Faisalabad Wolves,Rawalpindi Rams,Rawalpindi Rams,163.0,6.0,20.0,Faisalabad Wolves,False,120.0
304974,225374,28/04/2005,Lahore,Group B,Karachi Zebras,Sialkot Stallions,Karachi Zebras,175.0,5.0,20.0,Sialkot Stallions,True,120.0
304973,225374,28/04/2005,Lahore,Group B,Lahore Eagles,Multan Tigers,Lahore Eagles,183.0,8.0,20.0,Multan Tigers,True,120.0
304977,225374,29/04/2005,Lahore,Triangular Series,Lahore Eagles,Faisalabad Wolves,Lahore Eagles,160.0,8.0,20.0,Faisalabad Wolves,False,120.0
304978,225374,29/04/2005,Lahore,Triangular Series,Karachi Dolphins,Faisalabad Wolves,Faisalabad Wolves,169.0,7.0,20.0,Karachi Dolphins,False,120.0
304976,225374,29/04/2005,Lahore,Triangular Series,Lahore Eagles,Karachi Dolphins,Karachi Dolphins,141.0,10.0,20.0,Lahore Eagles,False,117.99999999999999
304979,225374,30/04/2005,Lahore,Final,Karachi Dolphins,Faisalabad Wolves,Karachi Dolphins,158.0,7.0,20.0,Faisalabad Wolves,False,120.0
211028,238219,13/06/2005,Southampton,Only T20I,England,Australia,England,179.0,8.0,20.0,Australia,True,120.0
304848,135893,22/06/2005,Derby,North Group,Derbyshire,Durham,Durham,130.0,7.0,20.0,Derbyshire,False,120.0
304850,135893,22/06/2005,Southampton,South Group,Hampshire,Middlesex,Middlesex,210.0,6.0,20.0,Hampshire,True,120.0
304851,135893,22/06/2005,Beckenham,South Group,Kent,Surrey,Kent,140.0,8.0,20.0,Surrey,False,120.0
304852,135893,22/06/2005,Leicester,North Group,Leicestershire,Nottinghamshire,Nottinghamshire,143.0,8.0,20.0,Leicestershire,False,120.0
304853,135893,22/06/2005,Milton Keynes,Midland/Wales/West Group,Northamptonshire,Gloucestershire,Northamptonshire,224.0,5.0,20.0,Gloucestershire,True,120.0
304855,135893,22/06/2005,Worcester,Midland/Wales/West Group,Worcestershire,Warwickshire,Worcestershire,177.0,7.0,20.0,Warwickshire,True,120.0
304856,135893,22/06/2005,Leeds,North Group,Yorkshire,Lancashire,Yorkshire,165.0,7.0,20.0,Lancashire,False,120.0
304849,135893,22/06/2005,Cardiff,Midland/Wales/West Group,Glamorgan,Somerset,Somerset,183.0,10.0,20.0,Glamorgan,False,111.99999999999999
304854,135893,22/06/2005,Hove,South Group,Sussex,Essex,Essex,109.0,10.0,20.0,Sussex,False,99.0
304857,135893,23/06/2005,Lord's,South Group,Middlesex,Surrey,Surrey,200.0,3.0,20.0,Middlesex,True,120.0
304858,135893,23/06/2005,Taunton,Midland/Wales/West Group,Somerset,Worcestershire,Somerset,210.0,6.0,20.0,Worcestershire,True,120.0
304859,135893,24/06/2005,Derby,North Group,Derbyshire,Leicestershire,Leicestershire,137.0,10.0,20.0,Derbyshire,False,120.0
304861,135893,24/06/2005,Bristol,Midland/Wales/West Group,Gloucestershire,Glamorgan,Glamorgan,128.0,9.0,20.0,Gloucestershire,False,120.0
304863,135893,24/06/2005,Northampton,Midland/Wales/West Group,Northamptonshire,Warwickshire,Northamptonshire,143.0,5.0,14.0,Warwickshire,True,84.0
304864,135893,24/06/2005,Nottingham,North Group,Nottinghamshire,Lancashire,Nottinghamshire,198.0,5.0,20.0,Lancashire,True,120.0
304860,135893,24/06/2005,Chelmsford,South Group,Essex,Kent,Essex,132.0,6.0,12.0,Kent,True,72.0
304865,135893,25/06/2005,Swansea,Midland/Wales/West Group,Glamorgan,Warwickshire,Warwickshire,205.0,7.0,20.0,Glamorgan,True,120.0
304866,135893,25/06/2005,Beckenham,South Group,Kent,Middlesex,Middlesex,189.0,8.0,20.0,Kent,True,120.0
304867,135893,25/06/2005,The Oval,South Group,Surrey,Hampshire,Surrey,118.0,10.0,20.0,Hampshire,False,93.0
304868,135893,26/06/2005,Chelmsford,South Group,Essex,Sussex,Essex,151.0,5.0,20.0,Sussex,True,120.0
304869,135893,26/06/2005,Bristol,Midland/Wales/West Group,Gloucestershire,Worcestershire,Worcestershire,162.0,6.0,20.0,Gloucestershire,False,120.0
304870,135893,26/06/2005,Leicester,North Group,Leicestershire,Durham,Leicestershire,150.0,9.0,20.0,Durham,True,120.0
304871,135893,26/06/2005,Nottingham,North Group,Nottinghamshire,Yorkshire,Nottinghamshire,170.0,8.0,20.0,Yorkshire,False,120.0
304872,135893,27/06/2005,Southampton,South Group,Hampshire,Kent,Kent,154.0,9.0,20.0,Hampshire,False,120.0
304873,135893,27/06/2005,Manchester,North Group,Lancashire,Leicestershire,Leicestershire,146.0,7.0,20.0,Lancashire,False,120.0
304874,135893,27/06/2005,Taunton,Midland/Wales/West Group,Somerset,Glamorgan,Somerset,212.0,3.0,20.0,Glamorgan,True,120.0
304875,135893,27/06/2005,Worcester,Midland/Wales/West Group,Worcestershire,Northamptonshire,Northamptonshire,180.0,6.0,20.0,Worcestershire,True,120.0
304876,135893,28/06/2005,Chester-le-Street,North Group,Durham,Nottinghamshire,Nottinghamshire,179.0,9.0,20.0,Durham,False,120.0
304879,135893,28/06/2005,The Oval,South Group,Surrey,Middlesex,Surrey,180.0,7.0,20.0,Middlesex,True,120.0
304880,135893,28/06/2005,Leeds,North Group,Yorkshire,Derbyshire,Derbyshire,195.0,8.0,20.0,Yorkshire,False,120.0
304882,135893,29/06/2005,Manchester,North Group,Lancashire,Derbyshire,Lancashire,164.0,8.0,20.0,Derbyshire,True,120.0
304883,135893,29/06/2005,Uxbridge,South Group,Middlesex,Kent,Kent,144.0,8.0,20.0,Middlesex,False,120.0
304884,135893,29/06/2005,Northampton,Midland/Wales/West Group,Northamptonshire,Somerset,Northamptonshire,95.0,6.0,12.0,Somerset,False,72.0
304885,135893,29/06/2005,Hove,South Group,Sussex,Surrey,Sussex,139.0,6.0,17.0,Surrey,False,102.0
304886,135893,30/06/2005,Nottingham,North Group,Nottinghamshire,Leicestershire,Leicestershire,150.0,4.0,20.0,Nottinghamshire,True,120.0
